## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value
## 2.0
AR1US8-000001(47),"IAI_Outputs(47)",FALSE,"0",,,,,,,,,,
AR1US8-000001(48),"IAI_Outputs(48)",FALSE,"0",,,,,,,,,,
AR1US8-000001(49),"IAI_Outputs(49)",FALSE,"0",,,,,,,,,,
AR1US8-000001(50),"IAI_Outputs(50)",FALSE,"0",,,,,,,,,,
AR1US8-000001(51),"IAI_Outputs(51)",FALSE,"0",,,,,,,,,,
AR1US8-000001(52),"IAI_Outputs(52)",FALSE,"0",,,,,,,,,,
AR1US8-000001(53),"IAI_Outputs(53)",FALSE,"0",,,,,,,,,,
AR1US8-000001(54),"IAI_Outputs(54)",FALSE,"0",,,,,,,,,,
AR1US8-000001(55),"IAI_Outputs(55)",FALSE,"0",,,,,,,,,,
AR1US8-000001(56),"IAI_Outputs(56)",FALSE,"0",,,,,,,,,,
AR1US8-000001(57),"IAI_Outputs(57)",FALSE,"0",,,,,,,,,,
AR1US8-000001(58),"IAI_Outputs(58)",FALSE,"0",,,,,,,,,,
AR1US8-000001(59),"IAI_Outputs(59)",FALSE,"0",,,,,,,,,,
AR1US8-000001(60),"IAI_Outputs(60)",FALSE,"0",,,,,,,,,,
AR1US8-000001(61),"IAI_Outputs(61)",FALSE,"0",,,,,,,,,,
AR1US8-000001(62),"IAI_Outputs(62)",FALSE,"0",,,,,,,,,,
AR1US8-000001(63),"IAI_Outputs(63)",FALSE,"0",,,,,,,,,,
AR1US8-000001(64),"IAI_Outputs(64)",FALSE,"0",,,,,,,,,,
AR1US8-000001(65),"IAI_Outputs(65)",FALSE,"0",,,,,,,,,,
AR1US8-000001(66),"IAI_Outputs(66)",FALSE,"0",,,,,,,,,,
AR1US8-000001(67),"IAI_Outputs(67)",FALSE,"0",,,,,,,,,,
AR1US8-000001(68),"IAI_Outputs(68)",FALSE,"0",,,,,,,,,,
AR1US8-000001(69),"IAI_Outputs(69)",FALSE,"0",,,,,,,,,,
AR1US8-000001(70),"IAI_Outputs(70)",FALSE,"0",,,,,,,,,,
AR1US8-000001(71),"IAI_Outputs(71)",FALSE,"0",,,,,,,,,,
AR1US8-000001(72),"IAI_Outputs(72)",FALSE,"0",,,,,,,,,,
AR1US8-000001(73),"IAI_Outputs(73)",FALSE,"0",,,,,,,,,,
AR1US8-000001(74),"IAI_Outputs(74)",FALSE,"0",,,,,,,,,,
AR1US8-000001(75),"IAI_Outputs(75)",FALSE,"0",,,,,,,,,,
AR1US8-000001(76),"IAI_Outputs(76)",FALSE,"0",,,,,,,,,,
AR1US8-000001(77),"IAI_Outputs(77)",FALSE,"0",,,,,,,,,,
AR1US8-000001(78),"IAI_Outputs(78)",FALSE,"0",,,,,,,,,,
AR1US8-000001(79),"IAI_Outputs(79)",FALSE,"0",,,,,,,,,,
AR1US8-000001(80),"IAI_Outputs(80)",FALSE,"0",,,,,,,,,,
AR1US8-000001(81),"IAI_Outputs(81)",FALSE,"0",,,,,,,,,,
AR1US8-000001(82),"IAI_Outputs(82)",FALSE,"0",,,,,,,,,,
AR1US8-000001(83),"IAI_Outputs(83)",FALSE,"0",,,,,,,,,,
AR1US8-000001(84),"IAI_Outputs(84)",FALSE,"0",,,,,,,,,,
AR1US8-000001(85),"IAI_Outputs(85)",FALSE,"0",,,,,,,,,,
AR1US8-000001(86),"IAI_Outputs(86)",FALSE,"0",,,,,,,,,,
AR1US8-000001(87),"IAI_Outputs(87)",FALSE,"0",,,,,,,,,,
AR1US8-000001(88),"IAI_Outputs(88)",FALSE,"0",,,,,,,,,,
AR1US8-000001(89),"IAI_Outputs(89)",FALSE,"0",,,,,,,,,,
AR1US8-000001(90),"IAI_Outputs(90)",FALSE,"0",,,,,,,,,,
AR1US8-000001(91),"IAI_Outputs(91)",FALSE,"0",,,,,,,,,,
AR1US8-000001(92),"IAI_Outputs(92)",FALSE,"0",,,,,,,,,,
AR1US8-000001(93),"IAI_Outputs(93)",FALSE,"0",,,,,,,,,,
AR1US8-000001(94),"IAI_Outputs(94)",FALSE,"0",,,,,,,,,,
AR1US8-000001(95),"IAI_Outputs(95)",FALSE,"0",,,,,,,,,,
AR1US8-000001(96),"IAI_Outputs(96)",FALSE,"0",,,,,,,,,,
AR1US8-000001(97),"IAI_Outputs(97)",FALSE,"0",,,,,,,,,,
AR1US8-000001(98),"IAI_Outputs(98)",FALSE,"0",,,,,,,,,,
AR1US8-000001(99),"IAI_Outputs(99)",FALSE,"0",,,,,,,,,,
AR1US8-000001(100),"IAI_Outputs(100)",FALSE,"0",,,,,,,,,,
AR1US8-000001(101),"IAI_Outputs(101)",FALSE,"0",,,,,,,,,,
AR1US8-000001(102),"IAI_Outputs(102)",FALSE,"0",,,,,,,,,,
AR1US8-000001(103),"IAI_Outputs(103)",FALSE,"0",,,,,,,,,,
AR1US8-000001(104),"IAI_Outputs(104)",FALSE,"0",,,,,,,,,,
AR1US8-000001(105),"IAI_Outputs(105)",FALSE,"0",,,,,,,,,,
AR1US8-000001(106),"IAI_Outputs(106)",FALSE,"0",,,,,,,,,,
AR1US8-000001(107),"IAI_Outputs(107)",FALSE,"0",,,,,,,,,,
AR1US8-000001(108),"IAI_Outputs(108)",FALSE,"0",,,,,,,,,,
AR1US8-000001(109),"IAI_Outputs(109)",FALSE,"0",,,,,,,,,,
AR1US8-000001(110),"IAI_Outputs(110)",FALSE,"0",,,,,,,,,,
AR1US8-000001(111),"IAI_Outputs(111)",FALSE,"0",,,,,,,,,,
AR1US8-000001(112),"IAI_Outputs(112)",FALSE,"0",,,,,,,,,,
AR1US8-000001(113),"IAI_Outputs(113)",FALSE,"0",,,,,,,,,,
AR1US8-000001(114),"IAI_Outputs(114)",FALSE,"0",,,,,,,,,,
AR1US8-000001(115),"IAI_Outputs(115)",FALSE,"0",,,,,,,,,,
AR1US8-000001(116),"IAI_Outputs(116)",FALSE,"0",,,,,,,,,,
AR1US8-000001(117),"IAI_Outputs(117)",FALSE,"0",,,,,,,,,,
AR1US8-000001(118),"IAI_Outputs(118)",FALSE,"0",,,,,,,,,,
AR1US8-000001(119),"IAI_Outputs(119)",FALSE,"0",,,,,,,,,,
AR1US8-000001(120),"IAI_Outputs(120)",FALSE,"0",,,,,,,,,,
AR1US8-000001(121),"IAI_Outputs(121)",FALSE,"0",,,,,,,,,,
AR1US8-000001(122),"IAI_Outputs(122)",FALSE,"0",,,,,,,,,,
AR1US8-000001(123),"IAI_Outputs(123)",FALSE,"0",,,,,,,,,,
AR1US8-000001(124),"IAI_Outputs(124)",FALSE,"0",,,,,,,,,,
AR1US8-000001(125),"IAI_Outputs(125)",FALSE,"0",,,,,,,,,,
AR1US8-000001(126),"IAI_Outputs(126)",FALSE,"0",,,,,,,,,,
AR1US8-000001(127),"IAI_Outputs(127)",FALSE,"0",,,,,,,,,,
AR1US8-000001(128),"IAI_Outputs(128)",FALSE,"0",,,,,,,,,,
AR1US8-000001(129),"IAI_Outputs(129)",FALSE,"0",,,,,,,,,,
AR1US8-000001(130),"IAI_Outputs(130)",FALSE,"0",,,,,,,,,,
AR1US8-000001(131),"IAI_Outputs(131)",FALSE,"0",,,,,,,,,,
AR1US8-000001(132),"IAI_Outputs(132)",FALSE,"0",,,,,,,,,,
AR1US8-000001(133),"IAI_Outputs(133)",FALSE,"0",,,,,,,,,,
AR1US8-000001(134),"IAI_Outputs(134)",FALSE,"0",,,,,,,,,,
AR1US8-000001(135),"IAI_Outputs(135)",FALSE,"0",,,,,,,,,,
AR1US8-000001(136),"IAI_Outputs(136)",FALSE,"0",,,,,,,,,,
AR1US8-000001(137),"IAI_Outputs(137)",FALSE,"0",,,,,,,,,,
AR1US8-000001(138),"IAI_Outputs(138)",FALSE,"0",,,,,,,,,,
AR1US8-000001(139),"IAI_Outputs(139)",FALSE,"0",,,,,,,,,,
AR1US8-000001(140),"IAI_Outputs(140)",FALSE,"0",,,,,,,,,,
AR1US8-000001(141),"IAI_Outputs(141)",FALSE,"0",,,,,,,,,,
AR1US8-000001(142),"IAI_Outputs(142)",FALSE,"0",,,,,,,,,,
AR1US8-000001(143),"IAI_Outputs(143)",FALSE,"0",,,,,,,,,,
AR1US8-000001(144),"IAI_Outputs(144)",FALSE,"0",,,,,,,,,,
AR1US8-000001(145),"IAI_Outputs(145)",FALSE,"0",,,,,,,,,,
AR1US8-000001(146),"IAI_Outputs(146)",FALSE,"0",,,,,,,,,,
AR1US8-000001(147),"IAI_Outputs(147)",FALSE,"0",,,,,,,,,,
AR1US8-000001(148),"IAI_Outputs(148)",FALSE,"0",,,,,,,,,,
AR1US8-000001(149),"IAI_Outputs(149)",FALSE,"0",,,,,,,,,,
AR1US8-000001(150),"IAI_Outputs(150)",FALSE,"0",,,,,,,,,,
AR1US8-000001(151),"IAI_Outputs(151)",FALSE,"0",,,,,,,,,,
AR1US8-000001(152),"IAI_Outputs(152)",FALSE,"0",,,,,,,,,,
AR1US8-000001(153),"IAI_Outputs(153)",FALSE,"0",,,,,,,,,,
AR1US8-000001(154),"IAI_Outputs(154)",FALSE,"0",,,,,,,,,,
AR1US8-000001(155),"IAI_Outputs(155)",FALSE,"0",,,,,,,,,,
AR1US8-000001(156),"IAI_Outputs(156)",FALSE,"0",,,,,,,,,,
AR1US8-000001(157),"IAI_Outputs(157)",FALSE,"0",,,,,,,,,,
AR1US8-000001(158),"IAI_Outputs(158)",FALSE,"0",,,,,,,,,,
AR1US8-000001(159),"IAI_Outputs(159)",FALSE,"0",,,,,,,,,,
AR1US8-000001(160),"IAI_Outputs(160)",FALSE,"0",,,,,,,,,,
AR1US8-000001(161),"IAI_Outputs(161)",FALSE,"0",,,,,,,,,,
AR1US8-000001(162),"IAI_Outputs(162)",FALSE,"0",,,,,,,,,,
AR1US8-000001(163),"IAI_Outputs(163)",FALSE,"0",,,,,,,,,,
AR1US8-000001(164),"IAI_Outputs(164)",FALSE,"0",,,,,,,,,,
AR1US8-000001(165),"IAI_Outputs(165)",FALSE,"0",,,,,,,,,,
AR1US8-000001(166),"IAI_Outputs(166)",FALSE,"0",,,,,,,,,,
AR1US8-000001(167),"IAI_Outputs(167)",FALSE,"0",,,,,,,,,,
AR1US8-000001(168),"IAI_Outputs(168)",FALSE,"0",,,,,,,,,,
AR1US8-000001(169),"IAI_Outputs(169)",FALSE,"0",,,,,,,,,,
AR1US8-000001(170),"IAI_Outputs(170)",FALSE,"0",,,,,,,,,,
AR1US8-000001(171),"IAI_Outputs(171)",FALSE,"0",,,,,,,,,,
AR1US8-000001(172),"IAI_Outputs(172)",FALSE,"0",,,,,,,,,,
AR1US8-000001(173),"IAI_Outputs(173)",FALSE,"0",,,,,,,,,,
AR1US8-000001(174),"IAI_Outputs(174)",FALSE,"0",,,,,,,,,,
AR1US8-000001(175),"IAI_Outputs(175)",FALSE,"0",,,,,,,,,,
AR1US8-000001(176),"IAI_Outputs(176)",FALSE,"0",,,,,,,,,,
AR1US8-000001(177),"IAI_Outputs(177)",FALSE,"0",,,,,,,,,,
AR1US8-000001(178),"IAI_Outputs(178)",FALSE,"0",,,,,,,,,,
AR1US8-000001(179),"IAI_Outputs(179)",FALSE,"0",,,,,,,,,,
AR1US8-000001(180),"IAI_Outputs(180)",FALSE,"0",,,,,,,,,,
AR1US8-000001(181),"IAI_Outputs(181)",FALSE,"0",,,,,,,,,,
AR1US8-000001(182),"IAI_Outputs(182)",FALSE,"0",,,,,,,,,,
AR1US8-000001(183),"IAI_Outputs(183)",FALSE,"0",,,,,,,,,,
AR1US8-000001(184),"IAI_Outputs(184)",FALSE,"0",,,,,,,,,,
AR1US8-000001(185),"IAI_Outputs(185)",FALSE,"0",,,,,,,,,,
AR1US8-000001(186),"IAI_Outputs(186)",FALSE,"0",,,,,,,,,,
AR1US8-000001(187),"IAI_Outputs(187)",FALSE,"0",,,,,,,,,,
AR1US8-000001(188),"IAI_Outputs(188)",FALSE,"0",,,,,,,,,,
AR1US8-000001(189),"IAI_Outputs(189)",FALSE,"0",,,,,,,,,,
AR1US8-000001(190),"IAI_Outputs(190)",FALSE,"0",,,,,,,,,,
AR1US8-000001(191),"IAI_Outputs(191)",FALSE,"0",,,,,,,,,,
AR1US8-000001(192),"IAI_Outputs(192)",FALSE,"0",,,,,,,,,,
AR1US8-000001(193),"IAI_Outputs(193)",FALSE,"0",,,,,,,,,,
AR1US8-000001(194),"IAI_Outputs(194)",FALSE,"0",,,,,,,,,,
AR1US8-000001(195),"IAI_Outputs(195)",FALSE,"0",,,,,,,,,,
AR1US8-000001(196),"IAI_Outputs(196)",FALSE,"0",,,,,,,,,,
AR1US8-000001(197),"IAI_Outputs(197)",FALSE,"0",,,,,,,,,,
AR1US8-000001(198),"IAI_Outputs(198)",FALSE,"0",,,,,,,,,,
AR1US8-000001(199),"IAI_Outputs(199)",FALSE,"0",,,,,,,,,,
AR1US8-000001(200),"IAI_Outputs(200)",FALSE,"0",,,,,,,,,,
AR1US8-000001(201),"IAI_Outputs(201)",FALSE,"0",,,,,,,,,,
AR1US8-000001(202),"IAI_Outputs(202)",FALSE,"0",,,,,,,,,,
AR1US8-000001(203),"IAI_Outputs(203)",FALSE,"0",,,,,,,,,,
AR1US8-000001(204),"IAI_Outputs(204)",FALSE,"0",,,,,,,,,,
AR1US8-000001(205),"IAI_Outputs(205)",FALSE,"0",,,,,,,,,,
AR1US8-000001(206),"IAI_Outputs(206)",FALSE,"0",,,,,,,,,,
AR1US8-000001(207),"IAI_Outputs(207)",FALSE,"0",,,,,,,,,,
AR1US8-000001(208),"IAI_Outputs(208)",FALSE,"0",,,,,,,,,,
AR1US8-000001(209),"IAI_Outputs(209)",FALSE,"0",,,,,,,,,,
AR1US8-000001(210),"IAI_Outputs(210)",FALSE,"0",,,,,,,,,,
AR1US8-000001(211),"IAI_Outputs(211)",FALSE,"0",,,,,,,,,,
AR1US8-000001(212),"IAI_Outputs(212)",FALSE,"0",,,,,,,,,,
AR1US8-000001(213),"IAI_Outputs(213)",FALSE,"0",,,,,,,,,,
AR1US8-000001(214),"IAI_Outputs(214)",FALSE,"0",,,,,,,,,,
AR1US8-000001(215),"IAI_Outputs(215)",FALSE,"0",,,,,,,,,,
AR1US8-000001(216),"IAI_Outputs(216)",FALSE,"0",,,,,,,,,,
AR1US8-000001(217),"IAI_Outputs(217)",FALSE,"0",,,,,,,,,,
AR1US8-000001(218),"IAI_Outputs(218)",FALSE,"0",,,,,,,,,,
AR1US8-000001(219),"IAI_Outputs(219)",FALSE,"0",,,,,,,,,,
AR1US8-000001(220),"IAI_Outputs(220)",FALSE,"0",,,,,,,,,,
AR1US8-000001(221),"IAI_Outputs(221)",FALSE,"0",,,,,,,,,,
AR1US8-000001(222),"IAI_Outputs(222)",FALSE,"0",,,,,,,,,,
AR1US8-000001(223),"IAI_Outputs(223)",FALSE,"0",,,,,,,,,,
AR1US8-000001(224),"IAI_Outputs(224)",FALSE,"0",,,,,,,,,,
AR1US8-000001(225),"IAI_Outputs(225)",FALSE,"0",,,,,,,,,,
AR1US8-000001(226),"IAI_Outputs(226)",FALSE,"0",,,,,,,,,,
AR1US8-000001(227),"IAI_Outputs(227)",FALSE,"0",,,,,,,,,,
AR1US8-000001(228),"IAI_Outputs(228)",FALSE,"0",,,,,,,,,,
AR1US8-000001(229),"IAI_Outputs(229)",FALSE,"0",,,,,,,,,,
AR1US8-000001(230),"IAI_Outputs(230)",FALSE,"0",,,,,,,,,,
AR1US8-000001(231),"IAI_Outputs(231)",FALSE,"0",,,,,,,,,,
AR1US8-000001(232),"IAI_Outputs(232)",FALSE,"0",,,,,,,,,,
AR1US8-000001(233),"IAI_Outputs(233)",FALSE,"0",,,,,,,,,,
AR1US8-000001(234),"IAI_Outputs(234)",FALSE,"0",,,,,,,,,,
AR1US8-000001(235),"IAI_Outputs(235)",FALSE,"0",,,,,,,,,,
AR1US8-000001(236),"IAI_Outputs(236)",FALSE,"0",,,,,,,,,,
AR1US8-000001(237),"IAI_Outputs(237)",FALSE,"0",,,,,,,,,,
AR1US8-000001(238),"IAI_Outputs(238)",FALSE,"0",,,,,,,,,,
AR1US8-000001(239),"IAI_Outputs(239)",FALSE,"0",,,,,,,,,,
AR1US8-000001(240),"IAI_Outputs(240)",FALSE,"0",,,,,,,,,,
AR1US8-000001(241),"IAI_Outputs(241)",FALSE,"0",,,,,,,,,,
AR1US8-000001(242),"IAI_Outputs(242)",FALSE,"0",,,,,,,,,,
AR1US8-000001(243),"IAI_Outputs(243)",FALSE,"0",,,,,,,,,,
AR1US8-000001(244),"IAI_Outputs(244)",FALSE,"0",,,,,,,,,,
AR1US8-000001(245),"IAI_Outputs(245)",FALSE,"0",,,,,,,,,,
AR1US8-000001(246),"IAI_Outputs(246)",FALSE,"0",,,,,,,,,,
AR1US8-000001(247),"IAI_Outputs(247)",FALSE,"0",,,,,,,,,,
AR1US8-000001(248),"IAI_Outputs(248)",FALSE,"0",,,,,,,,,,
AR1US8-000001(249),"IAI_Outputs(249)",FALSE,"0",,,,,,,,,,
AR1US8-000001(250),"IAI_Outputs(250)",FALSE,"0",,,,,,,,,,
AR1US8-000001(251),"IAI_Outputs(251)",FALSE,"0",,,,,,,,,,
AR1US8-000001(252),"IAI_Outputs(252)",FALSE,"0",,,,,,,,,,
AR1US8-000001(253),"IAI_Outputs(253)",FALSE,"0",,,,,,,,,,
AR1US8-000001(254),"IAI_Outputs(254)",FALSE,"0",,,,,,,,,,
AR1US8-000001(255),"IAI_Outputs(255)",FALSE,"0",,,,,,,,,,
AR1US8-000001(256),"IAI_Outputs(256)",FALSE,"0",,,,,,,,,,
C-000120,"IAI_Power_Cylce",false,"0",,,,,,,,false,false,"0"
C-000119,"IAI_Power_Cylce_dn",false,"0",,,,,,,,false,false,"0"
C-000013,"IAI_Reset",false,"0",,,,,,,,false,false,"0"
C-000148,"IAI_Reset_bit",false,"0",,,,,,,,false,false,"0"
SWRW-001758,"Identify Module Base Number",false,"0",,,,,,,"Base number of module to be identified (See ""Requested Module Name"" tag)",,,
SWRW-001757,"Identify Module Group Number",false,"0",,,,,,,"Group number of module to be identified (See ""Requested Module Name"" tag)",,,
SBRW-001005,"Identify Module Request bit",false,"0",,,,,,,"Set On to refresh ""Requested Module Name"" tag per the 3 ""Identify"" GBS tags",,,
SWRW-001759,"Identify Module Slot Number",false,"0",,,,,,,"Slot number of module to be identified (See ""Requested Module Name"" tag)",,,
C-000183,"Inch/Stamp",false,"0",,,,,,,,false,false,"0"
C-000200,"Inch/Stamp_HMI",false,"0",,,,,,,,false,false,"0"
C-000184,"Inch_Reverse",false,"0",,,,,,,,false,false,"0"
C-000194,"Inch_Reverse_HMI",false,"0",,,,,,,,false,false,"0"
SBRW-001002,"Initiate_New_Date",false,"0",,,,,,,"Set On to change clock date (see ""Clock Year Set"" tag)",,,
SBRW-001001,"Initiate_New_Time",false,"0",,,,,,,"Set On to change clock time (see ""Clock Hours Set"" tag)",,,
F32-000004,"Input_Part_Depth",false,"0.0",,,,,,,,false,false,"0.0"
SWR-001504,"Last Logic Scan Time [x100=usec]",false,"0",,,,,,,"Most recent logic scan time",,,
SWR-001501,"Last Scan Interval [x100=usec]",false,"0",,,,,,,"Most recent overall scan time",,,
F32-000005,"Length_Offset",false,"0.0",,,,,,,,false,false,"0.0"
MST-0.0.0.1,"MST-0.0.0.1",false,"0",,,,,,,"RS232 Heartbeat Timeout Bit",false,false,"0"
MST-0.0.0.2,"MST-0.0.0.2",false,"0",,,,,,,"RS232 Port Buffer Full Bit (95% Full)",false,false,"0"
MST-0.0.0.3,"MST-0.0.0.3",false,"0",,,,,,,"RS232 Port Ready Bit",false,false,"0"
MST-0.0.0.33,"MST-0.0.0.33",false,"0",,,,,,,"RS485 Heartbeat Timeout Bit",false,false,"0"
MST-0.0.0.34,"MST-0.0.0.34",false,"0",,,,,,,"RS485 Port Buffer Full Bit (95% Full)",false,false,"0"
MST-0.0.0.35,"MST-0.0.0.35",false,"0",,,,,,,"RS485 Port Ready Bit",false,false,"0"
MST-0.0.0.65,"MST-0.0.0.65",false,"0",,,,,,,"Ethernet Heartbeat Timeout Bit",false,false,"0"
MST-0.0.0.66,"MST-0.0.0.66",false,"0",,,,,,,"Ethernet Port Buffer Full Bit (95% Full)",false,false,"0"
MST-0.0.0.67,"MST-0.0.0.67",false,"0",,,,,,,"Ethernet Port Ready Bit",false,false,"0"
MST-0.1.4.25,"MST-0.1.4.25",false,"0",,,,,,,"Module Failed",false,false,"0"
MST-0.1.4.26,"MST-0.1.4.26",false,"0",,,,,,,"Missing 24V",false,false,"0"
MST-0.1.4.57,"MST-0.1.4.57",false,"0",,,,,,,"Under Range Error (1)",false,false,"0"
MST-0.1.4.58,"MST-0.1.4.58",false,"0",,,,,,,"Under Range Error (2)",false,false,"0"
MST-0.1.4.59,"MST-0.1.4.59",false,"0",,,,,,,"Under Range Error (3)",false,false,"0"
MST-0.1.4.60,"MST-0.1.4.60",false,"0",,,,,,,"Under Range Error (4)",false,false,"0"
MST-0.1.4.89,"MST-0.1.4.89",false,"0",,,,,,,"Over Range Error (1)",false,false,"0"
MST-0.1.4.90,"MST-0.1.4.90",false,"0",,,,,,,"Over Range Error (2)",false,false,"0"
MST-0.1.4.91,"MST-0.1.4.91",false,"0",,,,,,,"Over Range Error (3)",false,false,"0"
MST-0.1.4.92,"MST-0.1.4.92",false,"0",,,,,,,"Over Range Error (4)",false,false,"0"
C-000021,"Machine_Manual_HMI",false,"0",,,,,,,,false,false,"0"
C-000185,"Manual_Mode",false,"0",,,,,,,,false,false,"0"
C-000176,"Master_Alarm",false,"0",,,,,,,,false,false,"0"
C-000004,"Midnight",false,"0",,,,,,,,false,false,"0"
SBR-001013,"Noncritical Error Bit",false,"0",,,,,,,"Active when a noncritical error is present",,,
SWR-000021,"Noncritical Error Log 01",false,"0",,,,,,,"Most recent noncritical error",,,
SWR-000022,"Noncritical Error Log 02",false,"0",,,,,,,"2nd most recent noncritical error",,,
SWR-000023,"Noncritical Error Log 03",false,"0",,,,,,,"3rd most recent noncritical error",,,
SWR-000024,"Noncritical Error Log 04",false,"0",,,,,,,"4th most recent noncritical error",,,
SWR-000025,"Noncritical Error Log 05",false,"0",,,,,,,"5th most recent noncritical error",,,
SWR-000026,"Noncritical Error Log 06",false,"0",,,,,,,"6th most recent noncritical error",,,
SWR-000027,"Noncritical Error Log 07",false,"0",,,,,,,"7th most recent noncritical error",,,
SWR-000028,"Noncritical Error Log 08",false,"0",,,,,,,"8th most recent noncritical error",,,
SWR-000029,"Noncritical Error Log 09",false,"0",,,,,,,"9th most recent noncritical error",,,
SWR-000030,"Noncritical Error Log 10",false,"0",,,,,,,"10th most recent noncritical error",,,
SWR-000031,"Noncritical Error Log 11",false,"0",,,,,,,"11th most recent noncritical error",,,
SWR-000032,"Noncritical Error Log 12",false,"0",,,,,,,"12th most recent noncritical error",,,
SWR-000033,"Noncritical Error Log 13",false,"0",,,,,,,"13th most recent noncritical error",,,
SWR-000034,"Noncritical Error Log 14",false,"0",,,,,,,"14th most recent noncritical error",,,
SWR-000035,"Noncritical Error Log 15",false,"0",,,,,,,"15th most recent noncritical error",,,
SWR-000036,"Noncritical Error Log 16",false,"0",,,,,,,"16th most recent noncritical error",,,
SWR-000037,"Noncritical Error Log 17",false,"0",,,,,,,"17th most recent noncritical error",,,
SWR-000038,"Noncritical Error Log 18",false,"0",,,,,,,"18th most recent noncritical error",,,
SWR-000039,"Noncritical Error Log 19",false,"0",,,,,,,"19th most recent noncritical error",,,
SWR-000040,"Noncritical Error Log 20",false,"0",,,,,,,"20th most recent noncritical error",,,
SSTR-000021,"Noncritical Error Log String 01",false,,,,50,,,,"Most recent noncritical error message",,,
SSTR-000022,"Noncritical Error Log String 02",false,,,,50,,,,"2nd most recent noncritical error message",,,
SSTR-000023,"Noncritical Error Log String 03",false,,,,50,,,,"3rd most recent noncritical error message",,,
SSTR-000024,"Noncritical Error Log String 04",false,,,,50,,,,"4th most recent noncritical error message",,,
SSTR-000025,"Noncritical Error Log String 05",false,,,,50,,,,"5th most recent noncritical error message",,,
SSTR-000026,"Noncritical Error Log String 06",false,,,,50,,,,"6th most recent noncritical error message",,,
SSTR-000027,"Noncritical Error Log String 07",false,,,,50,,,,"7th most recent noncritical error message",,,
SSTR-000028,"Noncritical Error Log String 08",false,,,,50,,,,"8th most recent noncritical error message",,,
SSTR-000029,"Noncritical Error Log String 09",false,,,,50,,,,"9th most recent noncritical error message",,,
SSTR-000030,"Noncritical Error Log String 10",false,,,,50,,,,"10th most recent noncritical error message",,,
SSTR-000031,"Noncritical Error Log String 11",false,,,,50,,,,"11th most recent noncritical error message",,,
SSTR-000032,"Noncritical Error Log String 12",false,,,,50,,,,"12th most recent noncritical error message",,,
SSTR-000033,"Noncritical Error Log String 13",false,,,,50,,,,"13th most recent noncritical error message",,,
SSTR-000034,"Noncritical Error Log String 14",false,,,,50,,,,"14th most recent noncritical error message",,,
SSTR-000035,"Noncritical Error Log String 15",false,,,,50,,,,"15th most recent noncritical error message",,,
SSTR-000036,"Noncritical Error Log String 16",false,,,,50,,,,"16th most recent noncritical error message",,,
SSTR-000037,"Noncritical Error Log String 17",false,,,,50,,,,"17th most recent noncritical error message",,,
SSTR-000038,"Noncritical Error Log String 18",false,,,,50,,,,"18th most recent noncritical error message",,,
SSTR-000039,"Noncritical Error Log String 19",false,,,,50,,,,"19th most recent noncritical error message",,,
SSTR-000040,"Noncritical Error Log String 20",false,,,,50,,,,"20th most recent noncritical error message",,,
S16-000030,"Num_of_Springs_Needed_sp",true,"0",,,,,,,,false,false,"0"
S16-000029,"Num_of_Springs_Placed",true,"0",,,,,,,,false,false,"0"
S16-000027,"Num_of_Springs_sp",true,"0",,,,,,,,false,false,"0"
SWRW-000251,"Number of Critical Errors",false,"0",,,,,,,"Number of critical errors",,,
SWRW-000252,"Number of Non-critical Errors",false,"0",,,,,,,"Number of noncritical errors",,,
SSTR-000105,"PLC LCD Display[CPU]",false,,,,50,,,,"PLC LCD Data Display",,,
C-000005,"PLC_Time_Sync",false,"0",,,,,,,,false,false,"0"
C-000116,"PS2_Failed",false,"0",,,,,,,,false,false,"0"
C-000078,"PS2_OK",false,"0",,,,,,,,false,false,"0"
C-000117,"PS3_Failed",false,"0",,,,,,,,false,false,"0"
C-000079,"PS3_OK",false,"0",,,,,,,,false,false,"0"
F32-000006,"Part_Gripped",false,"0.0",,,,,,,,false,false,"0.0"
F32-000007,"Part_Length",false,"0.0",,,,,,,,false,false,"0.0"
US16-000002,"Part_Length_1",true,"0",,,,,,,,false,false,"0"
US16-000005,"Part_Length_2",true,"0",,,,,,,,false,false,"0"
US16-000008,"Part_Length_3",true,"0",,,,,,,,false,false,"0"
US16-000011,"Part_Length_4",true,"0",,,,,,,,false,false,"0"
F32-000008,"Part_Protrude",false,"0.0",,,,,,,,false,false,"0.0"
STR-000021,"Part_Recipe_ASCII",false,"Part 1",,,40,,,,,,,
S16-000034,"Parts_Remaining",false,"0",,,,,,,,false,false,"0"
SWR-001505,"Peak Logic Scan Time [x100=usec]",false,"0",,,,,,,"Longest logic scan time",,,
SWR-001502,"Peak Scan Interval [x100=usec]",false,"0",,,,,,,"Longest overall scan time",,,
SBRW-001006,"Portable Memory Device Eject",false,"0",,,,,,,"Set On to initiate Eject.  System will set Off when Eject is completed",,,
SBR-000001,"Portable Memory Device Ready",false,"0",,,,,,,"PMD is installed and ready to use",,,
C-000040,"Power_Loss_Alarm",false,"0",,,,,,,,false,false,"0"
S16-000002,"Power_Loss_acc",false,"0",,,,,,,,false,false,"0"
C-000041,"Power_Loss_dn",false,"0",,,,,,,,false,false,"0"
